,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
187,"frozenset({'Temperatura_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo'})","frozenset({'Neumonia_Bajo', 'Temperatura_min_Bajo'})",0.2,0.225,0.2,1.0,4.444444444444445,0.155,inf
189,"frozenset({'CAUSAS_SISTEMA_RESPIRATORIO_Bajo', 'Temperatura_min_Bajo'})","frozenset({'Temperatura_Bajo', 'Neumonia_Bajo'})",0.2,0.225,0.2,1.0,4.444444444444445,0.155,inf
2,frozenset({'Rocio_Bajo'}),frozenset({'Temperatura_min_Bajo'}),0.2,0.25,0.2,1.0,4.0,0.15000000000000002,inf
20,"frozenset({'Temperatura_Bajo', 'Neumonia_Bajo'})",frozenset({'Temperatura_min_Bajo'}),0.225,0.25,0.225,1.0,4.0,0.16875,inf
48,"frozenset({'Temperatura_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo'})",frozenset({'Temperatura_min_Bajo'}),0.2,0.25,0.2,1.0,4.0,0.15000000000000002,inf
58,"frozenset({'Temperatura_Bajo', 'Rocio_Bajo'})",frozenset({'Temperatura_min_Bajo'}),0.2,0.25,0.2,1.0,4.0,0.15000000000000002,inf
62,frozenset({'Rocio_Bajo'}),"frozenset({'Temperatura_Bajo', 'Temperatura_min_Bajo'})",0.2,0.25,0.2,1.0,4.0,0.15000000000000002,inf
176,"frozenset({'Temperatura_Bajo', 'Neumonia_Bajo', 'Crisis_obstructiva_bronquial_Bajo'})",frozenset({'Temperatura_min_Bajo'}),0.2,0.25,0.2,1.0,4.0,0.15000000000000002,inf
184,"frozenset({'Temperatura_Bajo', 'Neumonia_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo'})",frozenset({'Temperatura_min_Bajo'}),0.2,0.25,0.2,1.0,4.0,0.15000000000000002,inf
1,frozenset({'Rocio_Bajo'}),frozenset({'Temperatura_Bajo'}),0.2,0.275,0.2,1.0,3.6363636363636362,0.14500000000000002,inf
5,frozenset({'Temperatura_min_Bajo'}),frozenset({'Temperatura_Bajo'}),0.25,0.275,0.25,1.0,3.6363636363636362,0.18125,inf
21,"frozenset({'Neumonia_Bajo', 'Temperatura_min_Bajo'})",frozenset({'Temperatura_Bajo'}),0.225,0.275,0.225,1.0,3.6363636363636362,0.163125,inf
31,"frozenset({'Crisis_obstructiva_bronquial_Bajo', 'Temperatura_min_Bajo'})",frozenset({'Temperatura_Bajo'}),0.225,0.275,0.225,1.0,3.6363636363636362,0.163125,inf
39,"frozenset({'Otra_causa_respiratoria_Bajo', 'Temperatura_min_Bajo'})",frozenset({'Temperatura_Bajo'}),0.2,0.275,0.2,1.0,3.6363636363636362,0.14500000000000002,inf
49,"frozenset({'CAUSAS_SISTEMA_RESPIRATORIO_Bajo', 'Temperatura_min_Bajo'})",frozenset({'Temperatura_Bajo'}),0.2,0.275,0.2,1.0,3.6363636363636362,0.14500000000000002,inf
60,"frozenset({'Rocio_Bajo', 'Temperatura_min_Bajo'})",frozenset({'Temperatura_Bajo'}),0.2,0.275,0.2,1.0,3.6363636363636362,0.14500000000000002,inf
177,"frozenset({'Crisis_obstructiva_bronquial_Bajo', 'Neumonia_Bajo', 'Temperatura_min_Bajo'})",frozenset({'Temperatura_Bajo'}),0.2,0.275,0.2,1.0,3.6363636363636362,0.14500000000000002,inf
185,"frozenset({'Neumonia_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo', 'Temperatura_min_Bajo'})",frozenset({'Temperatura_Bajo'}),0.2,0.275,0.2,1.0,3.6363636363636362,0.14500000000000002,inf
170,"frozenset({'Neumonia_Bajo', 'MP2.5_Medio'})","frozenset({'Otra_causa_respiratoria_Bajo', 'Bronquitis_bronquiolitis_Bajo'})",0.2,0.35,0.2,1.0,2.857142857142857,0.13,inf
367,"frozenset({'IRA_Alta_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo', 'MP2.5_Medio'})","frozenset({'Otra_causa_respiratoria_Bajo', 'Bronquitis_bronquiolitis_Bajo'})",0.2,0.35,0.2,1.0,2.857142857142857,0.13,inf
632,"frozenset({'Neumonia_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo', 'MP2.5_Medio'})","frozenset({'Otra_causa_respiratoria_Bajo', 'Bronquitis_bronquiolitis_Bajo'})",0.2,0.35,0.2,1.0,2.857142857142857,0.13,inf
635,"frozenset({'Neumonia_Bajo', 'MP2.5_Medio'})","frozenset({'Otra_causa_respiratoria_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo', 'Bronquitis_bronquiolitis_Bajo'})",0.2,0.35,0.2,1.0,2.857142857142857,0.13,inf
1029,"frozenset({'IRA_Alta_Bajo', 'Temperatura_min_Medio', 'Humedad_Medio'})","frozenset({'Otra_causa_respiratoria_Bajo', 'Temperatura_Medio', 'Rocio_Medio'})",0.225,0.375,0.225,1.0,2.6666666666666665,0.140625,inf
1515,"frozenset({'IRA_Alta_Bajo', 'Influenza_Bajo', 'Temperatura_min_Medio', 'Humedad_Medio'})","frozenset({'Otra_causa_respiratoria_Bajo', 'Temperatura_Medio', 'Rocio_Medio'})",0.2,0.375,0.2,1.0,2.6666666666666665,0.125,inf
18,"frozenset({'Neumonia_Bajo', 'MP2.5_Medio'})",frozenset({'Bronquitis_bronquiolitis_Bajo'}),0.2,0.4,0.2,1.0,2.5,0.12,inf
80,"frozenset({'IRA_Alta_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo', 'MP2.5_Medio'})",frozenset({'Bronquitis_bronquiolitis_Bajo'}),0.2,0.4,0.2,1.0,2.5,0.12,inf
168,"frozenset({'Otra_causa_respiratoria_Bajo', 'Neumonia_Bajo', 'MP2.5_Medio'})",frozenset({'Bronquitis_bronquiolitis_Bajo'}),0.2,0.4,0.2,1.0,2.5,0.12,inf
172,"frozenset({'Neumonia_Bajo', 'CAUSAS_SISTEMA_RESPIRATORIO_Bajo', 'MP2.5_Medio'})",frozenset({'Bronquitis_bronquiolitis_Bajo'}),0.2,0.4,0.2,1.0,2.5,0.12,inf
