,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
2264,"frozenset({'IRASu_B', 'MP10B'})","frozenset({'NNIAu_B', 'COVIDhB', 'CSRhB', 'BROIu_B'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
3331,"frozenset({'INFu_B', 'IRASu_B', 'MP10B'})","frozenset({'NNIAu_B', 'COVIDhB', 'CSRhB', 'BROIu_B'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
3360,"frozenset({'IRASu_B', 'MP10B'})","frozenset({'INFu_B', 'NNIAu_B', 'BROIu_B', 'COVIDhB', 'CSRhB'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
4171,"frozenset({'IRASu_B', 'MP10B', 'COBuA'})","frozenset({'NNIAu_B', 'COVIDhB', 'CSRhB', 'BROIu_B'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
4186,"frozenset({'IRASu_B', 'MP10B'})","frozenset({'NNIAu_B', 'BROIu_B', 'COBuA', 'COVIDhB', 'CSRhB'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
4323,"frozenset({'COVIDuA', 'IRASu_B', 'MP10B'})","frozenset({'NNIAu_B', 'COVIDhB', 'CSRhB', 'BROIu_B'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
4342,"frozenset({'IRASu_B', 'MP10B'})","frozenset({'NNIAu_B', 'COVIDuA', 'BROIu_B', 'COVIDhB', 'CSRhB'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
4898,"frozenset({'INFu_B', 'IRASu_B', 'MP10B', 'COBuA'})","frozenset({'NNIAu_B', 'COVIDhB', 'CSRhB', 'BROIu_B'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
4940,"frozenset({'INFu_B', 'IRASu_B', 'MP10B'})","frozenset({'NNIAu_B', 'BROIu_B', 'COBuA', 'COVIDhB', 'CSRhB'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
4965,"frozenset({'IRASu_B', 'MP10B', 'COBuA'})","frozenset({'INFu_B', 'NNIAu_B', 'BROIu_B', 'COVIDhB', 'CSRhB'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
4982,"frozenset({'IRASu_B', 'MP10B'})","frozenset({'INFu_B', 'NNIAu_B', 'BROIu_B', 'COBuA', 'COVIDhB', 'CSRhB'})",0.2,0.37777777777777777,0.2,1.0,2.6470588235294117,0.12444444444444445,inf
